short_name;value_eur;wage_eur;player_positions;club;id
A. Mandrea;   400000;  3000;GK;Angers SCO;12528
M. Rocca;   500000;  1000;CM;Livorno;12529
R. Al Mousa;   475000;  4000;CDM;Al Taawoun;12530
D. O'Shaughnessy;   475000;  1000;CB;HJK Helsinki;12531
J. Lindseth;   525000;  1000;LM, CM;Sarpsborg 08 FF;12532
T. Schützenauer;   400000;  3000;GK;SK Sturm Graz;12533
B. Comley;   475000;  3000;CDM, CM;Colchester United;12534
M. Greve;   500000;  3000;CM, RM;Odense Boldklub;12535
J. Sellars;   525000;  1000;LM, RM, CAM;Östersunds FK;12536
A. McEneff;   500000;  1000;CM, CDM;Shamrock Rovers;12537
J. Aspropotamitis;   475000;  1000;CB;Western United FC;12538
Montoro;   450000;  2000;RB;UD Almería;12539
Àlex Corredera;   525000;  6000;RM;Valencia CF;12540
D. Widemann;   525000;  2000;ST, CAM;FC Würzburger Kickers;12541
M. Ristl;   475000;  1000;CDM, RB, CM;Viktoria Köln;12542
D. Baumgartner;   475000;  3000;CB, RB;VfL Bochum 1848;12543
D. Caddy;   525000;  1000;ST;Rodez Aveyron Football;12544
R. Hatsuse;   475000;  1000;LB, RB, RM;Vissel Kobe;12545
D. Cleary;   475000;  1000;CB;Dundalk;12546
J. Moe;   450000;  1000;LB;Stabæk Fotball;12547
M. Besuschkow;   500000;  3000;CM, CAM, CDM; SSV Jahn Regensburg;12548
Mario González;   525000;  2000;LW, CAM;Clermont Foot 63;12549
Kim Hyeon Wook;   500000;  1000;CM, ST;Gangwon FC;12550
A. Fontana;   500000;  1000;CAM;Philadelphia Union;12551
A. Yamga;   525000;  2000;RM, ST;CD Aves;12552
P. Šafranko;   525000;  3000;ST;Sepsi OSK;12553
Liu Yiming;   475000;  3000;CB;Shenzhen FC;12554
J. Marulanda;   450000;  1000;RB;Independiente Medellín;12555
T. Hilliard-Arce;   475000;  1000;CB, RB;LA Galaxy;12556
M. Hiller;   400000;  1000;GK;TSV 1860 München;12557
Endika;   450000;  5000;LB;CA Osasuna;12558
R. Stewart;   525000;  2000;ST, LM;Ross County FC;12559
Pedro Mateus;   400000;  1000;GK;Clube Sport Marítimo;12560
G. Ondoua;   475000;  2000;CDM;Servette FC;12561
D. Pines;   475000;  1000;CB;DC United;12562
João Teixeira;   525000;  2000;CAM, CM;Politehnica Iaşi;12563
S. Köhler;   475000;  3000;CDM;VfL Osnabrück;12564
L. Coyette;   525000;  2000;CAM, CM;Defensa y Justicia;12565
Lucas Dambros;   525000;  1000;ST;Trapani;12566
Dani Fernández;   450000;  1000;RB, LB;CF Fuenlabrada;12567
M. Helal;   500000;  1000;CM;Al Ain FC;12568
G. Williams;   525000;  4000;ST, LM;Forest Green Rovers;12569
G. Gallifuoco;   450000;  1000;CB, CDM;Central Coast Mariners;12570
L. Nilsen;   500000;  1000;LM, LWB;Tromsø IL;12571
M. Al Olayan;   450000;  4000;RB, CDM;Al Taawoun;12572
D. Connolly;   500000;  2000;RM, LM;AFC Wimbledon;12573
R. Healey;   525000;  2000;ST, LW;Milton Keynes Dons;12574
J. Blåbjerg;   450000;  3000;CB, LB;Aalborg BK;12575
R. Haynes;   450000;  2000;LB;Newport County;12576
M. Pinnock;   500000;  2000;RM, LM;AFC Wimbledon;12577
A. Madrid;   500000;  1000;CM, CDM, RB;CD Everton de Viña del Mar;12578
H. Bonmann;   375000;  1000;GK;TSV 1860 München;12579
C. Burgess;   450000;  3000;CB;Salford City;12580
A. Sharahili;   450000;  6000;CB;Al Shabab;12581
B. Whitfield;   500000;  3000;RM, CAM, LM;Port Vale;12582
Seo Myeong Won;   500000;  1000;RM, LW;Gangwon FC;12583
D. Granli;   450000;  2000;CB, RB, LB;AIK;12584
E. Ersu;   375000;  8000;GK;Fenerbahçe SK;12585
L. M'Pasi;   375000;  1000;GK;Rodez Aveyron Football;12586
D. Slamar;   450000;  1000;CB;SG Sonnenhof Großaspach;12587
K. Burger;   450000;  1000;LB, CB;SG Sonnenhof Großaspach;12588
J. Brinch;   450000;  2000;RB, CB;Esbjerg fB;12589
M. Maruoka;   500000;  2000;CAM, RM;Cerezo Osaka;12590
T. Guivarch;   375000;  1000;GK;En Avant de Guingamp;12591
A. Iacovitti;   450000;  2000;CB, LB;Oldham Athletic;12592
Kim Gun Hee;   525000;  1000;ST, RW;Sangju Sangmu FC;12593
J. Augustinsson;   450000;  1000;LB;Djurgårdens IF;12594
H. Demir;   500000;  2000;CM;Kasimpaşa SK;12595
I. Sapała;   450000;  1000;CDM;Raków Częstochowa;12596
A. Masuyama;   500000;  2000;RW, RM;Vissel Kobe;12597
M. Marcjanik;   450000;  1000;CB;Wisła Płock;12598
I. Vujica;   450000;  1000;LB;Western United FC;12599
S. Shome;   500000;  1000;CM, CDM;Montreal Impact;12600
R. Guder;   500000;  1000;RM, ST;SV Meppen;12601
D. Rasak;   450000;  1000;CDM;Wisła Płock;12602
F. Olivera;   450000;  2000;RB, CB;CD Tenerife;12603
I. Wadji;   525000;  1000;ST, LM;FK Haugesund;12604
F. Bin Jamayah;   500000;  6000;RM;Al Nassr;12605
Huang Zichang;   500000;  4000;RM, ST;Jiangsu Suning FC;12606
A. Ståhl;   500000;  1000;LM, RM;IK Sirius;12607
H. Löfkvist;   450000;  1000;CB, CDM;Kalmar FF;12608
Li Shuai;   450000;  2000;LB;Dalian YiFang FC;12609
M. Moro;   500000;  1000;RM, LM;Helsingborgs IF;12610
D. Popa;   525000;  2000;ST;Dinamo Bucureşti;12611
K. Nishizawa;   500000;  1000;LM, RM;Shimizu S-Pulse;12612
A. Kadlec;   450000;  2000;RB;Jagiellonia Białystok;12613
C. Căbuz;   375000;  1000;GK;FC Viitorul;12614
N. Baggerman;   475000;  1000;CDM;RKC Waalwijk;12615
Lapeña;   450000;  2000;CDM, CB;KAS Eupen;12616
Marcinho;   500000;  2000;RW;Chongqing Dangdai Lifan FC SWM Team;12617
G. Williams;   425000;  2000;CB, RWB;Milton Keynes Dons;12618
J. Hammar;   450000;  1000;CB;BK Häcken;12619
B. Heneghan;   450000;  6000;CB;Sheffield United;12620
J. Bonham;   375000;  2000;GK;Gillingham;12621
K. Ntlhe;   425000;  4000;LB, CB;Scunthorpe United;12622
F. Helstrup;   425000;  1000;CB;Arka Gdynia;12623
L. Erwin;   500000;  2000;ST;Ross County FC;12624
J. Frick;   350000;  2000;GK;Servette FC;12625
T. Vincensini;   375000;  2000;GK;Racing Club de Lens;12626
T. Dähne;   375000;  1000;GK;Wisła Płock;12627
L. Brănescu;   375000;  1000;GK;Kilmarnock;12628
L. Hendrie;   425000;  2000;RWB, RB, LB;Grimsby Town;12629
N. Brandenburger;   450000;  1000;CDM, CM;SC Preußen Münster;12630
B. Morris;   475000;  3000;CM, CDM;Portsmouth;12631
H. Boateng;   475000;  2000;CM;Milton Keynes Dons;12632
T. Gomelt;   475000;  1000;CM;Crotone;12633
F. Michel;   450000;  2000;CDM, CB, CM;AIK;12634
J. Bunney;   425000;  4000;LB, LWB;Northampton Town;12635
A. Madu;   450000;  6000;CB;Al Nassr;12636
C. Guerra;   375000;  1000;GK;Unión Española;12637
A. Gilliead;   500000;  4000;RM, LM;Scunthorpe United;12638
H. Lennon;   450000;  2000;CB;Southend United;12639
P. Olsen;   475000;  3000;CM, CDM;Aalborg BK;12640
D. Mazzocco;   475000;  1000;CM, CDM;Pordenone;12641
Y. Kaabouni;   500000;  1000;CAM, CDM;FC Sochaux-Montbéliard;12642
J. Horsfield;   425000;  3000;RB, CDM;Scunthorpe United;12643
Calderón;   500000;  2000;RW, RM;CD Lugo;12644
A. Torralvo;   425000;  1000;LB, LM;La Equidad;12645
Kim Dae Jung;   425000;  1000;CB;Sangju Sangmu FC;12646
A. Samuel;   500000;  2000;ST;Wycombe Wanderers;12647
M. Egho;   500000;  3000;ST;Randers FC;12648
B. Gschweidl;   500000;  3000;ST;SCR Altach;12649
O. Aydoğan;   500000; 10000;CAM, LM, RM;Beşiktaş JK;12650
Wang Jinxian;   500000;  2000;RM;Dalian YiFang FC;12651
S. D'Almeida;   475000;  1000;CM;Valenciennes FC;12652
F. Anselmo;   500000;  1000;ST;Independiente Santa Fe;12653
D. Payne;   425000;  1000;RB, LB;FC Emmen;12654
J. Yates;   500000;  3000;ST, RM;Swindon Town;12655
C. Zock;   450000;  5000;CDM;FC Sion;12656
D. Hümmet;   500000;  1000;ST;IF Elfsborg;12657
A. Jakobsen;   475000;  1000;CM, CF;Kalmar FF;12658
F. Krogstad;   475000;  1000;CM, RM;Lillestrøm SK;12659
N. Antonov;   425000;  2000;LB, LM, LWB;Royal Excel Mouscron;12660
A. Hazazi;   450000;  5000;CDM, CM;Ettifaq FC;12661
C. Maghoma;   450000;  1000;CB;Arka Gdynia;12662
Olaortua;   450000;  2000;CB;Racing Santander;12663
R. Laryea;   425000;  1000;RB, RM, RWB;Toronto FC;12664
M. Sanoh;   500000;  2000;RM, ST;Gaz Metan Mediaş;12665
K. Yoshino;   450000;  2000;CB, CDM, CM;Sanfrecce Hiroshima;12666
A. Al Suwat;   500000;  4000;CAM, RM, CM;Al Taawoun;12667
Y. Nakasaka;   500000;  1000;RM, LM;Vissel Kobe;12668
D. Stec;   425000;  1000;RB;Pogoń Szczecin;12669
A. Porcino;   500000;  1000;LM, LB;Livorno;12670
Tang Shi;   500000;  4000;RM;Guangzhou Evergrande Taobao FC;12671
T. Rocha;   425000;  2000;LB, CM, CDM;New York City FC;12672
O. Alseth;   425000;  1000;RB;Ranheim Fotball;12673
L. Schnellbacher;   500000;  1000;ST, RW, LM;SC Preußen Münster;12674
A. Odabas;   450000;  1000;CB, LB;FSV Zwickau;12675
H. El-Helwe;   500000;  1000;CF, RM, LM;SV Meppen;12676
D. Bock;   500000;  1000;RM, RB, ST;FC Carl Zeiss Jena;12677
A. Mayorga;   425000;  6000;LB;Guadalajara;12678
S. Furtado;   425000;  2000;RB, RW;Albacete BP;12679
M. Grösch;   450000;  1000;CB, CDM;FC Carl Zeiss Jena;12680
M. Miller;   500000;  2000;ST, RW, LW;Hamilton Academical FC;12681
J. Scherzer;   425000;  2000;LB, CB;FC Admira Wacker Mödling;12682
H. Rashidi;   425000;  2000;LWB, RWB;AIK;12683
M. Kuzmanović;   500000;  2000;LM, RM;Royal Excel Mouscron;12684
E. Bekiroglu;   500000;  1000;CAM, CM;TSV 1860 München;12685
A. Elogo;   500000;  2000;LW, CM, RW;Grenoble Foot 38;12686
M. Haas;   425000;  3000;LWB, LM;SKN St. Pölten;12687
S. Pino;   500000;  1000;ST;CD Universidad de Concepción;12688
S. Bjørshol;   425000;  1000;RB;Viking FK;12689
S. Nnamani;   500000;  1000;ST, LW;AFC Eskilstuna;12690
D. Popadiuc;   500000;  2000;LM;FC Voluntari;12691
S. Bakari;   500000;  2000;LW;RKC Waalwijk;12692
C. Martínez;   425000;  2000;RB;CD Mirandés;12693
S. Shimada;   500000;  1000;RM, LM;Oita Trinita;12694
S. Murray;   475000;  1000;CM, CDM;Dundalk;12695
M. Mandron;   500000;  2000;ST, CAM;Gillingham;12696
I. Touray;   425000;  3000;LWB, LB;Salford City;12697
P. Digby;   425000;  2000;CDM, CM, CB;Stevenage;12698
M. Ovenstad;   475000;  1000;CM, CDM;Strømsgodset IF;12699
G. Arokoyo;   425000;  1000;CB;Kalmar FF;12700
A. Kuen;   475000;  4000;LM, RM, LWB;SV Mattersburg;12701
G. Leigh;   425000;  2000;LB, LWB;Aberdeen;12702
K. Angielski;   500000;  1000;ST;Wisła Płock;12703
K. Kinoshita;   500000;  1000;ST;Stabæk Fotball;12704
M. Ferrier;   500000;  2000;ST, LW;Tranmere Rovers;12705
K. Junker;   475000;  1000;ST;Stabæk Fotball;12706
S. Tanser;   425000;  1000;LB;St. Johnstone FC;12707
M. Qasem;   425000;  4000;LB;Al Faisaly;12708
D. Whitehead;   475000;  4000;CM;Salford City;12709
T. Conlon;   475000;  3000;CM, LM;Port Vale;12710
M. Ridenton;   425000;  1000;CDM, CM;Newcastle Jets;12711
R. Lopes Cabral;   425000;  2000;RB, CB;Politehnica Iaşi;12712
P. Grazziani;   350000;  1000;GK;Alianza Petrolera;12713
F. Fumu Tamuzo;   475000;  1000;RM, RW;AJ Auxerre;12714
H. Konaté;   350000;  1000;GK;Valenciennes FC;12715
M. Burgess;   475000;  1000;CAM;Western United FC;12716
M. Jadama;   425000;  2000;CB, RB;Portland Timbers;12717
Jeon Min Gwang;   425000;  2000;CB, CDM;Pohang Steelers;12718
M. Rasner;   475000;  3000;CM, RB;SKN St. Pölten;12719
J. Karlsson;   500000;  1000;ST, RM;IF Elfsborg;12720
Han Pengfei;   425000;  2000;CB;Wuhan Zall;12721
K. Kozuka;   500000;  1000;CF, CAM, CM;Oita Trinita;12722
Lee Dong Su;   475000;  1000;CM;Jeju United FC;12723
D. Petrovic;   425000;  3000;CB;SKN St. Pölten;12724
M. Bilir;   425000;  2000;CDM, CB;Gazişehir Gaziantep F.K.;12725
Miguel Santos;   350000;  1000;GK;Astra Giurgiu;12726
L. Jonsson;   350000;  1000;GK;IK Sirius;12727
S. Yajima;   475000;  3000;CM, CDM;Gamba Osaka;12728
Y. Kimoto;   425000;  2000;CB, CDM, CM;Cerezo Osaka;12729
R. Sawakami;   475000;  2000;ST;Cerezo Osaka;12730
J. Schneider;   475000;  3000;ST; SSV Jahn Regensburg;12731
M. Fritz;   425000;  1000;CB, CDM;Viktoria Köln;12732
J. Gordon;   500000;  4000;ST;Walsall;12733
A. Kovačević;   425000;  1000;CB;Korona Kielce;12734
D. Mullen;   500000;  2000;ST, LM;St. Mirren;12735
K. Yuruki;   475000;  2000;LM, LW, CF;Urawa Red Diamonds;12736
A. Falch;   325000;  1000;GK;Sarpsborg 08 FF;12737
M. Hvilsom;   475000;  3000;ST;Hobro IK;12738
C. Aasbak;   400000;  1000;LB;Kristiansund BK;12739
M. Haakenstad;   400000;  1000;RB;Lillestrøm SK;12740
M. Söderqvist;   475000;  1000;ST, RM;Kalmar FF;12741
A. Razak;   450000;  1000;CM, CAM, CDM;IK Sirius;12742
C. Forrester;   450000;  1000;CM, CDM, CAM;St. Patrick's Athletic;12743
A. Smith;   325000;  3000;GK;Forest Green Rovers;12744
S. McCartan;   475000;  4000;CAM, CF;Bradford City;12745
S. van der Lei;   325000;  1000;GK;FC Emmen;12746
G. Wegkamp;   475000;  1000;ST, CF;FSV Zwickau;12747
S. Wimmer;   425000;  1000;CDM, CB;Viktoria Köln;12748
F. Møller;   400000;  2000;LB;Silkeborg IF;12749
A. Al Fahad;   425000;  4000;CB, RB;Al Raed;12750
S. Galloway;   400000;  2000;LB, RB;Melbourne City FC;12751
S. Roux;   400000;  2000;RB, LB;Melbourne Victory;12752
C. Pain;   475000;  1000;LM, RM, LWB;Western United FC;12753
M. Brouwer;   325000;  1000;GK;Heracles Almelo;12754
C. Țîră;   475000;  2000;ST;FC Voluntari;12755
A. Gogić;   425000;  2000;CB, CDM;Hamilton Academical FC;12756
R. Gyasi;   475000;  1000;RM;Stabæk Fotball;12757
M. Mosquera;   400000;  1000;CB, LB;Patriotas Boyacá FC;12758
J. Clarke;   400000;  7000;RWB, RB, LB;Brentford;12759
B. Halliday;   400000;  2000;RB;Doncaster Rovers;12760
I. van Weert;   425000;  2000;CB;RKC Waalwijk;12761
A. Gero;   475000;  1000;ST;Helsingborgs IF;12762
A. Al Shammari;   425000;  3000;CB, LB;Al Hazem;12763
A. Al Dohaim;   425000;  6000;CB, RB;Al Ittihad;12764
T. Davies;   400000;  2000;CB;Bristol Rovers;12765
Agus Medina;   400000;  3000;RWB, RB;Birmingham City;12766
J. Santander;   400000;  1000;LB, LM;CD Cobresal;12767
R. Wulle;   350000;  1000;GK;SV Sandhausen;12768
M. Maouche;   450000;  3000;CM, CAM, CDM;Oldham Athletic;12769
G. Luperini;   475000;  1000;RM, CM, RB;Trapani;12770
Y. Ito;   400000;  2000;RB;Kashima Antlers;12771
R. Maeda;   450000;  1000;CM, CDM, RB;Oita Trinita;12772
C. Suárez;   400000;  1000;CDM, CM;Curicó Unido;12773
C. Karayel;   400000;  4000;RB, LB;MKE Ankaragücü;12774
M. Ambrose;   400000;  2000;LB, RB;Atlanta United;12775
D. Wiebe;   425000;  1000;CDM;Eintracht Braunschweig;12776
A. Okosun;   450000;  5000;CM, ST;FC Midtjylland;12777
D. Barreto;   450000;  1000;CAM;Atlético Huila;12778
V. Bezecourt;   450000;  2000;CAM, CM;New York Red Bulls;12779
A. Meyer;   325000;  2000;GK; SSV Jahn Regensburg;12780
J. Buitrago;   450000;  1000;CM, CDM;Patriotas Boyacá FC;12781
H. Ishige;   475000;  1000;LM, CAM;Shimizu S-Pulse;12782
P. Mako;   400000;  1000;LB, LM, LW;Orlando Pirates;12783
F. Lapis;   400000;  1000;LB;Chamois Niortais Football Club;12784
Y. Yakovenko;   475000;  3000;ST;Esbjerg fB;12785
R. Lamie;   400000;  2000;LWB, CB;Livingston FC;12786
S. Bauer;   400000;  3000;CB;FC Admira Wacker Mödling;12787
A. Gabrielli;   400000;  4000;RB;Newell's Old Boys;12788
A. Ivačič;   350000;  1000;GK;Portland Timbers;12789
A. Jusino;        0;     0;CB;Bolivia;12790
A. Pițian;   425000;  2000;CB, CDM;FC Botoşani;12791
J. Bay;   400000;  2000;LB;Central Córdoba;12792
D. Segbé Azankpo;   475000;  3000;ST, LW;Oldham Athletic;12793
N. Canavan;   375000;  4000;CB;Plymouth Argyle;12794
L. Sætra;   375000;  1000;CB;Strømsgodset IF;12795
S. Maholli;   450000;  3000;ST;Silkeborg IF;12796
T. Kainz;   400000;  2000;RB, CDM, CM;TSV Hartberg;12797
T. Schilk;   375000;  1000;CB, RM;Hallescher FC;12798
C. Raglan;   400000;  3000;CB, RB;Cheltenham Town;12799
A. Caceres;   450000;  2000;CM, CAM, RM;Sydney FC;12800
T. Müller;   450000;  1000;ST, CAM;Chemnitzer FC;12801
Lee Woo Hyeok;   450000;  1000;CM, CAM, CDM;Incheon United FC;12802
A. Berzel;   375000;  1000;CB;TSV 1860 München;12803
M. Vitzthum;   400000;  1000;CDM, LB, LM;SG Sonnenhof Großaspach;12804
A. Kolev;   450000;  2000;ST;Arka Gdynia;12805
A. Cadavid;   325000;  1000;GK;América de Cali;12806
P. Heredia;   300000;  1000;GK;Unión La Calera;12807
K. Rendón;   450000;  1000;CM, CAM, RB;Deportivo Pasto;12808
A. Chapman;   300000;  2000;GK;Peterborough United;12809
M. Schultz;   400000;  1000;CB;SV Waldhof Mannheim;12810
Shin Chang Moo;   450000;  1000;CM, ST;Sangju Sangmu FC;12811
Lee Ju Yong;   400000;  2000;LB;Jeonbuk Hyundai Motors;12812
D. Altobelli;   450000;  1000;CM, CDM;US Salernitana 1919;12813
A. Al Habib;   400000;  4000;CB;Abha Club;12814
D. Franco;   375000;  1000;CB;Curicó Unido;12815
Ji Eon Hak;   450000;  1000;LM;Incheon United FC;12816
A. Tarbell;   325000;  1000;GK;San Jose Earthquakes;12817
Park Tae Hong;   375000;  2000;CB;Gyeongnam FC;12818
S. Monaco;   400000;  1000;CB;Cosenza;12819
S. Takahashi;   375000;  2000;CB, LB;Júbilo Iwata;12820
C. Martinez;   450000;  2000;RM, LM;Chicago Fire;12821
C. Maloney;   400000;  1000;RB, RWB;Columbus Crew SC;12822
L. Hannant;   450000;  3000;LM, CM;Cambridge United;12823
T. Takagi;   400000;  1000;LB, LM, LWB;Matsumoto Yamaga;12824
E. Katayama;   375000;  2000;CB, RB;Cerezo Osaka;12825
F. Báez;   375000;  1000;CB;Envigado FC;12826
M. Dobrescu;   400000;  1000;LB;Academica Clinceni;12827
H. Vera;   375000;  3000;CB, RB;Central Córdoba;12828
J. Coppens;   300000;  1000;GK;FC Carl Zeiss Jena;12829
K. Watson;   350000;  2000;CB, RB;Ross County FC;12830
C. Morris;   350000;  2000;CB;Ross County FC;12831
L. Waterfall;   350000;  2000;CB;Grimsby Town;12832
A. White;   375000;  2000;LB, LM;Heart of Midlothian;12833
K. Conrad;   350000;  1000;CB, LB, RB;SV Waldhof Mannheim;12834
A. Eastham;   350000;  2000;CB;Fleetwood Town;12835
S. Robinson;   425000;  2000;CF, CAM, CM;Livingston FC;12836
Kim Da Sol;   290000;  1000;GK;Suwon Samsung Bluewings;12837
W. Evseev;   425000;  1000;CAM, CM, CF;SV Meppen;12838
D. Moldovan;   300000;  1000;GK;Chindia Târgovişte;12839
C. Piergianni;   375000;  4000;CB;Salford City;12840
Mejías;   290000;  5000;GK;Middlesbrough;12841
P. Ulvestad;   375000;  1000;CDM, CM;Kristiansund BK;12842
S. Hoskins;   425000;  4000;RM, LM, ST;Northampton Town;12843
B. McNamee;   425000;  1000;CAM, RM, CDM;Derry City;12844
Lee Bum Soo;   300000;  1000;GK;Gyeongnam FC;12845
K. Guthrie;   450000;  3000;ST;Stevenage;12846
H. Bunn;   425000;  1000;LM;Bury;12847
M. Sourzac;   300000;  1000;GK;AS Nancy Lorraine;12848
J. Mountney;   425000;  1000;RM;Dundalk;12849
L. Gambin;   425000;  4000;LM, CAM;Colchester United;12850
B. Traoré;   375000;  2000;LB;Le Havre AC;12851
K. Coulibaly;   425000;  3000;LW, RW;Willem II;12852
J. Muñoz;   300000;  1000;GK;Audax Italiano;12853
S. Handle;   425000;  1000;LM, RM, RB;Viktoria Köln;12854
M. Heinloth;   375000;  2000;RB;FC Ingolstadt 04;12855
J. Ramos;   425000;  1000;RM, ST;Deportes Tolima;12856
H. Al Mansour;   375000;  7000;LB, LM;Al Nassr;12857
R. Mukiibi;   375000;  1000;RB, CB;Östersunds FK;12858
Gwon Wan Gyu;   375000;  1000;CB, RB, LB;Sangju Sangmu FC;12859
F. Al Aiyaf;   425000;  3000;CM, CDM;Al Hazem;12860
J. McNerney;   350000;  2000;CB;Crawley Town;12861
N. Alho;   375000;  1000;RB, RM, RW;HJK Helsinki;12862
I. Karsanidis;   425000;  1000;RM, CAM, RWB;Chemnitzer FC;12863
N. Mileusnić;   450000;  1000;RW, LM;Adelaide United;12864
M. Qvist;   375000;  2000;CB, LM, ST;AC Horsens;12865
T. Okubo;   300000;  1000;GK;Shimizu S-Pulse;12866
P. Breitkreuz;   425000;  2000;ST, CAM;FC Würzburger Kickers;12867
R. Lemus;   425000;  1000;CM;Atlético Bucaramanga;12868
S. Suganuma;   350000;  3000;CB;Gamba Osaka;12869
L. Schlüter;   375000;  1000;LB, LM;Eintracht Braunschweig;12870
L. Osaki;   375000;  2000;CB, RB, CDM;Vissel Kobe;12871
M. Guerbert;   425000;  1000;CM, LM;Rodez Aveyron Football;12872
P. Schwarz;   425000;  1000;CM, CDM;Raków Częstochowa;12873
H. Barišić;   350000;  3000;CB;Sepsi OSK;12874
F. Miesenböck;   450000;  4000;LM, CAM, RM;SV Mattersburg;12875
O. Storflor;   100000;  1000;RW;Ranheim Fotball;12876
M. Bloomfield;   150000;  2000;CM;Wycombe Wanderers;12877
M. Ratajczak;    40000;  2000;GK;SC Paderborn 07;12878
B. Roche;    40000;  1000;GK;Morecambe;12879
P. Grünwald;    60000;  1000;GK;WSG Tirol;12880
C. Källqvist;   100000;  1000;GK;BK Häcken;12881
P. Heerwagen;    60000;  1000;GK;SV Sandhausen;12882
Y. Gutiérrez;    40000;  1000;GK;Club Necaxa;12883
D. Zibung;   100000;  2000;GK;FC Luzern;12884
I. Austbø;   160000;  1000;GK;Viking FK;12885
G. Rogers;    40000;  1000;GK;Dundalk;12886
T. Kortegaard;   130000;  2000;LB;AC Horsens;12887
M. Hamoud;   140000;  1000;CB, LB, RB;Strømsgodset IF;12888
L. Buș;   325000;  1000;LM, RM;Academica Clinceni;12889
P. Quasten;   130000;  2000;LB;RKC Waalwijk;12890
B. Clarke;   200000;  1000;GK;St. Patrick's Athletic;12891
F. Melara;   220000;  1000;RW, LW;Castellammare di Stabia;12892
C. Logan;   200000;  3000;GK;Mansfield Town;12893
L. Fontaine;   170000;  2000;CB;Ross County FC;12894
S. Anderson;   170000;  2000;CB;St. Johnstone FC;12895
J. Tosik;   240000;  1000;CDM, RB;Zagłębie Lubin;12896
M. Andersen;   220000;  1000;RM, CM;Tromsø IL;12897
D. Charles;   270000;  2000;CB;Wycombe Wanderers;12898
A. Sheehan;   240000;  3000;CB;Luton Town;12899
R. Sutton;   170000;  2000;CB, RB;Morecambe;12900
S. Miller;   325000;  3000;ST;Morecambe;12901
D. Jones;   230000;  3000;LB;Cambridge United;12902
I. Djuric;   300000;  2000;CB;Neuchâtel Xamax;12903
K. Letheren;   240000;  3000;GK;Salford City;12904
N. Maya;   130000;  3000;LB, CM;Atlético de San Luis;12905
S. Foley;   280000;  2000;CM, LM;St. Mirren;12906
K. Lejeune;   190000;  1000;LM, LB, CDM;AC Ajaccio;12907
M. Spelmann;   290000;  1000;RM, CM;Strømsgodset IF;12908
A. Randrup;   290000;  1000;RB, CB;Helsingborgs IF;12909
S. Sinclair;   325000;  4000;CM;Walsall;12910
T. Diagouraga;   280000;  4000;CM, CDM;Swindon Town;12911
J. Wilson;   300000;  3000;CB, RB;Ipswich Town;12912
L. Alessandra;   350000;  3000;ST, RM, LM;Morecambe;12913
G. Moss;    60000;  1000;GK;Newcastle Jets;12914
G. Iliev;        0;     0;CM, CAM;Bulgaria;12915
M. Bottani;   375000;  2000;ST, LW, CAM;FC Lugano;12916
M. Palionis;   240000;  3000;CB; SSV Jahn Regensburg;12917
Y. Opazo;   130000;  1000;RB;Curicó Unido;12918
R. Taylor;   325000;  5000;ST;Plymouth Argyle;12919
J. Wright;   350000;  4000;CM, CDM, RM;Leyton Orient;12920
M. Jones;   325000;  3000;CM, CDM;Carlisle United;12921
T. Cywka;   280000;  2000;CDM, RB, CM;Lech Poznań;12922
L. John-Lewis;   350000;  3000;ST;Shrewsbury;12923
G. Sawyer;   170000;  4000;LB, CB;Plymouth Argyle;12924
R. Finn;   325000;  1000;CM, CAM, CDM;Shamrock Rovers;12925
L. Reddy;    40000;  1000;GK;Perth Glory;12926
J. O'Shea;   350000;  1000;CM, CAM;Brisbane Roar;12927
D. Djulbic;    70000;  1000;CB;Perth Glory;12928
Zhou Haibin;   180000;  4000;CDM, CM;Shandong Luneng TaiShan FC;12929
Rong Hao;   230000;  3000;LB, RB, RM;Tianjin TEDA FC;12930
V. Lia;   140000;  1000;CDM, CM;Adelaide United;12931
R. O'Donnell;   250000;  3000;GK;Bradford City;12932
Chen Lei;   170000;  2000;RB, LB, CDM;Chongqing Dangdai Lifan FC SWM Team;12933
J. Brockie;        0;     0;ST;New Zealand;12934
M. Štěch;   260000;  3000;GK;Luton Town;12935
P. Amond;   325000;  3000;ST;Newport County;12936
N. Delfouneso;   375000;  3000;RM, LM, ST;Blackpool;12937
S. McGinn;   350000;  2000;CM, CDM;St. Mirren;12938
C. Hidalgo;   230000;  1000;ST;Deportivo Pasto;12939
T. Beltran;   270000;  2000;RB;Real Salt Lake;12940
E. Benavidez;   350000;  1000;CM, CDM;Patriotas Boyacá FC;12941
D. Ragatzu;   400000;  7000;ST, LW, RW;Cagliari;12942
M. Gomes;   290000;  2000;RWB, RB, RM;Neuchâtel Xamax;12943
G. Cummins;   325000;  1000;ST;Shamrock Rovers;12944
C. Patterson-Sewell;   220000;  1000;GK;Toronto FC;12945
E. Doyle;   325000;  4000;ST;Swindon Town;12946
S. Conneely;   300000;  1000;CDM, CM;Accrington Stanley;12947
R. Östlind;   350000;  1000;LM, LW, CF;Falkenbergs FF;12948
I. Vigurs;   325000;  2000;CM, LM;Ross County FC;12949
S. Matuszek;   300000;  1000;CDM;Górnik Zabrze;12950
M. Gardawski;   325000;  1000;LB, RB;Korona Kielce;12951
A. Sauthier;   325000;  3000;RB;Servette FC;12952
