ls;st;rs;lw;lf;cf;rf;rw;lam;cam;ram;lm;lcm;cm;rcm;rm;lwb;ldm;cdm;rdm;rwb;lb;lcb;cb;rcb;rb;gk
57;57;57;60;58;58;58;60;57;57;57;59;50;50;50;59;45;40;40;40;45;43;37;37;37;43; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
48;48;48;47;48;48;48;47;50;50;50;49;52;52;52;49;55;58;58;58;55;56;60;60;60;56; 0
48;48;48;55;52;52;52;55;53;53;53;57;53;53;53;57;60;56;56;56;60;60;55;55;55;60; 0
47;47;47;48;46;46;46;48;46;46;46;50;49;49;49;50;58;57;57;57;58;59;61;61;61;59; 0
40;40;40;38;39;39;39;38;40;40;40;40;45;45;45;40;50;54;54;54;50;52;60;60;60;52; 0
55;55;55;56;55;55;55;56;57;57;57;58;60;60;60;58;62;62;62;62;62;62;62;62;62;62; 0
59;59;59;57;58;58;58;57;55;55;55;55;46;46;46;55;40;36;36;36;40;38;34;34;34;38; 0
57;57;57;60;59;59;59;60;59;59;59;60;55;55;55;60;53;51;51;51;53;51;48;48;48;51; 0
53;53;53;61;58;58;58;61;59;59;59;60;51;51;51;60;45;38;38;38;45;42;30;30;30;42; 0
59;59;59;58;58;58;58;58;56;56;56;57;50;50;50;57;45;44;44;44;45;44;43;43;43;44; 0
57;57;57;60;60;60;60;60;60;60;60;59;54;54;54;59;44;41;41;41;44;42;35;35;35;42; 0
58;58;58;61;60;60;60;61;59;59;59;59;54;54;54;59;53;50;50;50;53;52;47;47;47;52; 0
53;53;53;58;56;56;56;58;58;58;58;60;58;58;58;60;60;58;58;58;60;59;56;56;56;59; 0
42;42;42;39;39;39;39;39;39;39;39;40;40;40;40;40;51;51;51;51;51;54;59;59;59;54; 0
54;54;54;58;57;57;57;58;59;59;59;60;60;60;60;60;61;60;60;60;61;61;57;57;57;61; 0
60;60;60;57;57;57;57;57;55;55;55;56;51;51;51;56;47;46;46;46;47;46;46;46;46;46; 0
56;56;56;60;59;59;59;60;59;59;59;59;53;53;53;59;46;43;43;43;46;44;38;38;38;44; 0
54;54;54;57;56;56;56;57;58;58;58;58;59;59;59;58;57;59;59;59;57;56;57;57;57;56; 0
43;43;43;40;42;42;42;40;42;42;42;42;46;46;46;42;52;56;56;56;52;55;60;60;60;55; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
60;60;60;61;59;59;59;61;58;58;58;60;55;55;55;60;59;56;56;56;59;59;58;58;58;59; 0
45;45;45;50;48;48;48;50;48;48;48;51;49;49;49;51;58;56;56;56;58;59;59;59;59;59; 0
46;46;46;53;50;50;50;53;51;51;51;54;51;51;51;54;59;56;56;56;59;59;58;58;58;59; 0
56;56;56;58;58;58;58;58;59;59;59;59;59;59;59;59;57;56;56;56;57;55;52;52;52;55; 0
55;55;55;59;58;58;58;59;59;59;59;59;56;56;56;59;50;50;50;50;50;49;45;45;45;49; 0
59;59;59;63;61;61;61;63;60;60;60;62;51;51;51;62;46;40;40;40;46;43;36;36;36;43; 0
57;57;57;61;59;59;59;61;58;58;58;60;50;50;50;60;43;36;36;36;43;39;29;29;29;39; 0
60;60;60;61;61;61;61;61;60;60;60;60;54;54;54;60;50;47;47;47;50;48;45;45;45;48; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
42;42;42;39;40;40;40;39;38;38;38;41;41;41;41;41;52;52;52;52;52;55;60;60;60;55; 0
53;53;53;55;55;55;55;55;57;57;57;56;58;58;58;56;57;59;59;59;57;57;58;58;58;57; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
59;59;59;59;60;60;60;59;61;61;61;59;60;60;60;59;57;58;58;58;57;56;57;57;57;56; 0
58;58;58;60;60;60;60;60;61;61;61;60;60;60;60;60;56;57;57;57;56;55;54;54;54;55; 0
59;59;59;53;56;56;56;53;52;52;52;52;46;46;46;52;37;35;35;35;37;36;33;33;33;36; 0
51;51;51;52;52;52;52;52;53;53;53;53;54;54;54;53;56;58;58;58;56;57;59;59;59;57; 0
43;43;43;43;43;43;43;43;44;44;44;45;48;48;48;45;54;56;56;56;54;56;60;60;60;56; 0
50;50;50;53;51;51;51;53;52;52;52;54;53;53;53;54;59;57;57;57;59;60;60;60;60;60; 0
60;60;60;58;58;58;58;58;57;57;57;57;50;50;50;57;43;41;41;41;43;41;39;39;39;41; 0
49;49;49;54;53;53;53;54;52;52;52;55;52;52;52;55;59;56;56;56;59;59;59;59;59;59; 0
50;50;50;53;51;51;51;53;52;52;52;56;53;53;53;56;59;57;57;57;59;59;57;57;57;59; 0
57;57;57;59;57;57;57;59;57;57;57;59;54;54;54;59;52;48;48;48;52;50;45;45;45;50; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
58;58;58;59;59;59;59;59;60;60;60;60;59;59;59;60;57;56;56;56;57;57;54;54;54;57; 0
59;59;59;59;59;59;59;59;58;58;58;58;51;51;51;58;42;38;38;38;42;39;34;34;34;39; 0
55;55;55;59;58;58;58;59;59;59;59;60;59;59;59;60;58;57;57;57;58;57;54;54;54;57; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
56;56;56;58;58;58;58;58;60;60;60;58;59;59;59;58;53;54;54;54;53;52;50;50;50;52; 0
55;55;55;59;59;59;59;59;59;59;59;60;56;56;56;60;53;51;51;51;53;52;47;47;47;52; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
53;53;53;58;57;57;57;58;58;58;58;60;57;57;57;60;53;50;50;50;53;51;44;44;44;51; 0
42;42;42;41;41;41;41;41;41;41;41;42;44;44;44;42;52;54;54;54;52;55;60;60;60;55; 0
58;58;58;60;60;60;60;60;61;61;61;60;59;59;59;60;56;55;55;55;56;54;51;51;51;54; 0
50;50;50;54;52;52;52;54;51;51;51;55;51;51;51;55;59;55;55;55;59;59;58;58;58;59; 0
39;39;39;37;38;38;38;37;38;38;38;40;44;44;44;40;53;54;54;54;53;55;59;59;59;55; 0
40;40;40;43;40;40;40;43;42;42;42;46;46;46;46;46;56;55;55;55;56;57;59;59;59;57; 0
39;39;39;38;38;38;38;38;38;38;38;40;41;41;41;40;54;52;52;52;54;56;59;59;59;56; 0
55;55;55;56;57;57;57;56;59;59;59;57;60;60;60;57;57;60;60;60;57;58;59;59;59;58; 0
52;52;52;57;56;56;56;57;59;59;59;58;57;57;57;58;49;49;49;49;49;47;43;43;43;47; 0
43;43;43;52;47;47;47;52;49;49;49;52;49;49;49;52;59;54;54;54;59;59;55;55;55;59; 0
52;52;52;55;54;54;54;55;55;55;55;57;57;57;57;57;60;59;59;59;60;59;59;59;59;59; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
57;57;57;60;58;58;58;60;57;57;57;59;51;51;51;59;46;40;40;40;46;43;34;34;34;43; 0
57;57;57;60;59;59;59;60;60;60;60;60;58;58;58;60;54;52;52;52;54;53;49;49;49;53; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
53;53;53;49;51;51;51;49;50;50;50;49;51;51;51;49;53;56;56;56;53;55;59;59;59;55; 0
49;49;49;51;51;51;51;51;53;53;53;53;56;56;56;53;58;59;59;59;58;58;59;59;59;58; 0
40;40;40;36;37;37;37;36;35;35;35;37;39;39;39;37;48;50;50;50;48;51;60;60;60;51; 0
54;54;54;58;56;56;56;58;57;57;57;59;54;54;54;59;46;44;44;44;46;43;37;37;37;43; 0
54;54;54;58;57;57;57;58;57;57;57;59;52;52;52;59;48;45;45;45;48;45;40;40;40;45; 0
59;59;59;59;60;60;60;59;58;58;58;58;52;52;52;58;47;44;44;44;47;45;41;41;41;45; 0
40;40;40;36;36;36;36;36;35;35;35;38;39;39;39;38;52;51;51;51;52;55;60;60;60;55; 0
57;57;57;60;59;59;59;60;60;60;60;59;57;57;57;59;50;49;49;49;50;48;44;44;44;48; 0
56;56;56;60;58;58;58;60;58;58;58;59;51;51;51;59;45;41;41;41;45;42;35;35;35;42; 0
43;43;43;41;41;41;41;41;44;44;44;43;49;49;49;43;51;57;57;57;51;54;59;59;59;54; 0
57;57;57;59;58;58;58;59;57;57;57;59;54;54;54;59;53;49;49;49;53;51;46;46;46;51; 0
48;48;48;47;48;48;48;47;50;50;50;50;54;54;54;50;55;59;59;59;55;57;61;61;61;57; 0
52;52;52;59;58;58;58;59;60;60;60;59;59;59;59;59;60;59;59;59;60;60;59;59;59;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
52;52;52;55;54;54;54;55;56;56;56;57;58;58;58;57;60;59;59;59;60;60;59;59;59;60; 0
57;57;57;61;59;59;59;61;57;57;57;60;49;49;49;60;44;37;37;37;44;42;33;33;33;42; 0
54;54;54;55;55;55;55;55;57;57;57;57;58;58;58;57;57;59;59;59;57;56;59;59;59;56; 0
41;41;41;46;42;42;42;46;43;43;43;48;46;46;46;48;59;56;56;56;59;59;59;59;59;59; 0
55;55;55;59;57;57;57;59;58;58;58;59;57;57;57;59;58;56;56;56;58;57;53;53;53;57; 0
42;42;42;44;44;44;44;44;46;46;46;46;50;50;50;46;53;56;56;56;53;55;59;59;59;55; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
58;58;58;61;59;59;59;61;60;60;60;62;58;58;58;62;56;52;52;52;56;54;48;48;48;54; 0
62;62;62;62;62;62;62;62;60;60;60;60;53;53;53;60;43;39;39;39;43;41;34;34;34;41; 0
48;48;48;52;49;49;49;52;49;49;49;52;49;49;49;52;59;55;55;55;59;59;59;59;59;59; 0
49;49;49;53;51;51;51;53;52;52;52;54;52;52;52;54;61;57;57;57;61;62;60;60;60;62; 0
50;50;50;55;52;52;52;55;53;53;53;55;52;52;52;55;59;57;57;57;59;59;61;61;61;59; 0
58;58;58;58;59;59;59;58;59;59;59;58;59;59;59;58;56;58;58;58;56;57;56;56;56;57; 0
59;59;59;57;57;57;57;57;55;55;55;56;51;51;51;56;48;47;47;47;48;47;47;47;47;47; 0
55;55;55;60;57;57;57;60;58;58;58;61;58;58;58;61;60;57;57;57;60;59;55;55;55;59; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
57;57;57;61;59;59;59;61;59;59;59;62;59;59;59;62;63;59;59;59;63;61;55;55;55;61; 0
45;45;45;52;49;49;49;52;49;49;49;53;50;50;50;53;60;54;54;54;60;59;56;56;56;59; 0
51;51;51;55;53;53;53;55;54;54;54;57;55;55;55;57;61;60;60;60;61;60;59;59;59;60; 0
46;46;46;52;48;48;48;52;48;48;48;53;49;49;49;53;59;56;56;56;59;59;57;57;57;59; 0
59;59;59;52;55;55;55;52;51;51;51;49;44;44;44;49;36;35;35;35;36;35;36;36;36;35; 0
49;49;49;53;50;50;50;53;50;50;50;54;51;51;51;54;59;57;57;57;59;60;59;59;59;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
56;56;56;59;58;58;58;59;58;58;58;61;58;58;58;61;61;59;59;59;61;60;58;58;58;60; 0
59;59;59;55;56;56;56;55;54;54;54;52;47;47;47;52;38;36;36;36;38;37;35;35;35;37; 0
53;53;53;58;55;55;55;58;56;56;56;60;56;56;56;60;61;57;57;57;61;60;56;56;56;60; 0
53;53;53;54;54;54;54;54;55;55;55;56;58;58;58;56;59;60;60;60;59;58;58;58;58;58; 0
57;57;57;61;60;60;60;61;58;58;58;59;51;51;51;59;48;41;41;41;48;45;36;36;36;45; 0
55;55;55;59;57;57;57;59;57;57;57;60;54;54;54;60;50;46;46;46;50;47;40;40;40;47; 0
59;59;59;60;60;60;60;60;59;59;59;59;54;54;54;59;51;47;47;47;51;50;46;46;46;50; 0
59;59;59;55;57;57;57;55;54;54;54;53;46;46;46;53;37;36;36;36;37;35;36;36;36;35; 0
43;43;43;42;43;43;43;42;43;43;43;44;44;44;44;44;52;54;54;54;52;54;59;59;59;54; 0
58;58;58;61;59;59;59;61;57;57;57;59;51;51;51;59;50;44;44;44;50;49;43;43;43;49; 0
42;42;42;40;40;40;40;40;41;41;41;43;46;46;46;43;53;56;56;56;53;55;59;59;59;55; 0
56;56;56;59;57;57;57;59;57;57;57;59;52;52;52;59;49;45;45;45;49;46;40;40;40;46; 0
55;55;55;56;57;57;57;56;58;58;58;57;58;58;58;57;58;59;59;59;58;58;57;57;57;58; 0
51;51;51;48;47;47;47;48;45;45;45;49;45;45;45;49;59;55;55;55;59;60;63;63;63;60; 0
51;51;51;52;52;52;52;52;54;54;54;55;57;57;57;55;57;59;59;59;57;57;59;59;59;57; 0
41;41;41;38;38;38;38;38;36;36;36;39;39;39;39;39;53;51;51;51;53;56;60;60;60;56; 0
36;36;36;36;35;35;35;36;35;35;35;38;38;38;38;38;50;50;50;50;50;53;59;59;59;53; 0
57;57;57;58;58;58;58;58;60;60;60;59;60;60;60;59;56;58;58;58;56;55;55;55;55;55; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
54;54;54;59;57;57;57;59;59;59;59;60;59;59;59;60;58;58;58;58;58;57;54;54;54;57; 0
55;55;55;59;57;57;57;59;59;59;59;59;56;56;56;59;51;49;49;49;51;50;43;43;43;50; 0
45;45;45;47;44;44;44;47;46;46;46;48;48;48;48;48;57;56;56;56;57;59;59;59;59;59; 0
56;56;56;58;58;58;58;58;59;59;59;59;60;60;60;59;57;57;57;57;57;56;55;55;55;56; 0
40;40;40;37;37;37;37;37;37;37;37;39;41;41;41;39;52;53;53;53;52;54;60;60;60;54; 0
62;62;62;59;61;61;61;59;59;59;59;59;55;55;55;59;47;46;46;46;47;46;44;44;44;46; 0
58;58;58;60;59;59;59;60;58;58;58;60;56;56;56;60;59;56;56;56;59;59;56;56;56;59; 0
41;41;41;35;36;36;36;35;36;36;36;38;40;40;40;38;50;53;53;53;50;52;60;60;60;52; 0
53;53;53;56;56;56;56;56;58;58;58;58;59;59;59;58;59;59;59;59;59;59;57;57;57;59; 0
49;49;49;57;53;53;53;57;55;55;55;59;55;55;55;59;60;56;56;56;60;59;56;56;56;59; 0
56;56;56;59;58;58;58;59;58;58;58;60;54;54;54;60;50;46;46;46;50;48;41;41;41;48; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
55;55;55;59;58;58;58;59;59;59;59;60;59;59;59;60;61;59;59;59;61;60;57;57;57;60; 0
43;43;43;44;43;43;43;44;45;45;45;47;49;49;49;47;55;56;56;56;55;57;60;60;60;57; 0
50;50;50;53;52;52;52;53;54;54;54;55;56;56;56;55;58;59;59;59;58;58;59;59;59;58; 0
56;56;56;60;59;59;59;60;60;60;60;60;59;59;59;60;56;57;57;57;56;55;54;54;54;55; 0
48;48;48;50;50;50;50;50;51;51;51;53;55;55;55;53;58;59;59;59;58;58;59;59;59;58; 0
59;59;59;53;56;56;56;53;54;54;54;52;50;50;50;52;43;43;43;43;43;43;43;43;43;43; 0
46;46;46;48;46;46;46;48;48;48;48;50;52;52;52;50;59;59;59;59;59;60;59;59;59;60; 0
44;44;44;42;43;43;43;42;41;41;41;43;42;42;42;43;52;52;52;52;52;55;60;60;60;55; 0
47;47;47;49;47;47;47;49;47;47;47;51;47;47;47;51;58;54;54;54;58;59;59;59;59;59; 0
59;59;59;53;56;56;56;53;52;52;52;50;44;44;44;50;35;33;33;33;35;34;33;33;33;34; 0
53;53;53;58;55;55;55;58;56;56;56;58;55;55;55;58;60;56;56;56;60;59;56;56;56;59; 0
57;57;57;58;58;58;58;58;57;57;57;59;56;56;56;59;56;53;53;53;56;54;51;51;51;54; 0
55;55;55;60;57;57;57;60;57;57;57;60;51;51;51;60;48;41;41;41;48;45;36;36;36;45; 0
47;47;47;54;51;51;51;54;52;52;52;56;53;53;53;56;60;58;58;58;60;60;58;58;58;60; 0
60;60;60;59;60;60;60;59;58;58;58;58;50;50;50;58;45;41;41;41;45;42;38;38;38;42; 0
46;46;46;53;49;49;49;53;49;49;49;53;46;46;46;53;59;52;52;52;59;59;56;56;56;59; 0
58;58;58;60;60;60;60;60;59;59;59;58;50;50;50;58;40;35;35;35;40;37;29;29;29;37; 0
51;51;51;55;52;52;52;55;52;52;52;56;50;50;50;56;59;55;55;55;59;60;58;58;58;60; 0
52;52;52;53;53;53;53;53;56;56;56;56;60;60;60;56;59;62;62;62;59;59;61;61;61;59; 0
50;50;50;56;53;53;53;56;54;54;54;57;54;54;54;57;60;58;58;58;60;60;59;59;59;60; 0
41;41;41;39;38;38;38;39;39;39;39;41;43;43;43;41;52;53;53;53;52;54;60;60;60;54; 0
55;55;55;59;58;58;58;59;58;58;58;59;55;55;55;59;52;50;50;50;52;50;47;47;47;50; 0
45;45;45;47;46;46;46;47;48;48;48;49;50;50;50;49;55;56;56;56;55;57;60;60;60;57; 0
59;59;59;56;58;58;58;56;55;55;55;54;48;48;48;54;37;36;36;36;37;35;33;33;33;35; 0
60;60;60;59;59;59;59;59;60;60;60;59;57;57;57;59;49;49;49;49;49;48;45;45;45;48; 0
57;57;57;61;60;60;60;61;60;60;60;60;54;54;54;60;46;45;45;45;46;44;39;39;39;44; 0
38;38;38;34;33;33;33;34;32;32;32;35;34;34;34;35;48;48;48;48;48;51;60;60;60;51; 0
40;40;40;36;36;36;36;36;35;35;35;38;37;37;37;38;49;49;49;49;49;52;59;59;59;52; 0
57;57;57;59;59;59;59;59;58;58;58;59;52;52;52;59;48;43;43;43;48;45;39;39;39;45; 0
48;48;48;57;53;53;53;57;55;55;55;58;54;54;54;58;61;57;57;57;61;60;56;56;56;60; 0
52;52;52;59;57;57;57;59;59;59;59;59;57;57;57;59;49;47;47;47;49;45;39;39;39;45; 0
51;51;51;55;53;53;53;55;53;53;53;56;53;53;53;56;59;56;56;56;59;59;57;57;57;59; 0
45;45;45;44;44;44;44;44;45;45;45;46;50;50;50;46;54;57;57;57;54;55;59;59;59;55; 0
46;46;46;44;44;44;44;44;45;45;45;46;50;50;50;46;53;58;58;58;53;54;59;59;59;54; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
56;56;56;57;56;56;56;57;56;56;56;58;55;55;55;58;60;58;58;58;60;60;59;59;59;60; 0
46;46;46;45;45;45;45;45;45;45;45;47;49;49;49;47;56;57;57;57;56;57;60;60;60;57; 0
42;42;42;36;38;38;38;36;37;37;37;39;41;41;41;39;52;53;53;53;52;54;60;60;60;54; 0
55;55;55;60;57;57;57;60;58;58;58;59;53;53;53;59;51;48;48;48;51;50;46;46;46;50; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
56;56;56;58;57;57;57;58;57;57;57;58;56;56;56;58;60;58;58;58;60;60;58;58;58;60; 0
47;47;47;51;49;49;49;51;50;50;50;53;51;51;51;53;59;57;57;57;59;60;59;59;59;60; 0
58;58;58;61;59;59;59;61;59;59;59;61;58;58;58;61;60;57;57;57;60;60;56;56;56;60; 0
62;62;62;60;60;60;60;60;58;58;58;60;52;52;52;60;46;42;42;42;46;44;39;39;39;44; 0
55;55;55;57;57;57;57;57;58;58;58;59;59;59;59;59;59;60;60;60;59;57;57;57;57;57; 0
56;56;56;59;58;58;58;59;58;58;58;60;55;55;55;60;55;51;51;51;55;53;48;48;48;53; 0
44;44;44;43;44;44;44;43;45;45;45;44;49;49;49;44;52;56;56;56;52;54;59;59;59;54; 0
50;50;50;58;55;55;55;58;57;57;57;60;60;60;60;60;63;62;62;62;63;62;60;60;60;62; 0
45;45;45;52;49;49;49;52;51;51;51;53;52;52;52;53;59;57;57;57;59;59;60;60;60;59; 0
56;56;56;61;58;58;58;61;57;57;57;60;53;53;53;60;59;52;52;52;59;59;51;51;51;59; 0
60;60;60;60;60;60;60;60;58;58;58;59;50;50;50;59;45;39;39;39;45;42;36;36;36;42; 0
56;56;56;61;59;59;59;61;61;61;61;61;59;59;59;61;54;54;54;54;54;52;48;48;48;52; 0
59;59;59;61;59;59;59;61;58;58;58;59;49;49;49;59;47;42;42;42;47;46;41;41;41;46; 0
46;46;46;53;50;50;50;53;52;52;52;56;53;53;53;56;60;57;57;57;60;60;58;58;58;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
56;56;56;62;60;60;60;62;59;59;59;60;51;51;51;60;48;40;40;40;48;45;35;35;35;45; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
59;59;59;59;58;58;58;59;57;57;57;58;51;51;51;58;46;41;41;41;46;44;39;39;39;44; 0
46;46;46;44;44;44;44;44;44;44;44;46;48;48;48;46;55;56;56;56;55;56;60;60;60;56; 0
60;60;60;61;60;60;60;61;59;59;59;60;54;54;54;60;48;44;44;44;48;45;41;41;41;45; 0
48;48;48;41;43;43;43;41;42;42;42;43;45;45;45;43;52;54;54;54;52;54;60;60;60;54; 0
55;55;55;55;56;56;56;55;57;57;57;55;57;57;57;55;56;59;59;59;56;57;58;58;58;57; 0
38;38;38;36;36;36;36;36;37;37;37;38;40;40;40;38;50;52;52;52;50;53;59;59;59;53; 0
61;61;61;62;61;61;61;62;60;60;60;61;58;58;58;61;60;57;57;57;60;59;56;56;56;59; 0
49;49;49;53;51;51;51;53;52;52;52;55;52;52;52;55;59;56;56;56;59;59;58;58;58;59; 0
60;60;60;59;58;58;58;59;57;57;57;58;51;51;51;58;45;42;42;42;45;43;40;40;40;43; 0
55;55;55;57;56;56;56;57;58;58;58;59;59;59;59;59;61;61;61;61;61;61;60;60;60;61; 0
39;39;39;37;37;37;37;37;38;38;38;39;43;43;43;39;50;53;53;53;50;52;60;60;60;52; 0
46;46;46;48;46;46;46;48;47;47;47;51;51;51;51;51;59;58;58;58;59;59;60;60;60;59; 0
48;48;48;54;52;52;52;54;52;52;52;56;53;53;53;56;59;55;55;55;59;59;55;55;55;59; 0
52;52;52;58;56;56;56;58;57;57;57;60;58;58;58;60;60;58;58;58;60;60;56;56;56;60; 0
41;41;41;40;40;40;40;40;39;39;39;43;44;44;44;43;55;55;55;55;55;57;59;59;59;57; 0
57;57;57;58;58;58;58;58;59;59;59;60;60;60;60;60;59;59;59;59;59;58;57;57;57;58; 0
60;60;60;52;55;55;55;52;53;53;53;52;50;50;50;52;40;42;42;42;40;39;42;42;42;39; 0
59;59;59;55;57;57;57;55;56;56;56;54;50;50;50;54;41;41;41;41;41;40;40;40;40;40; 0
60;60;60;61;61;61;61;61;61;61;61;62;60;60;60;62;53;52;52;52;53;51;47;47;47;51; 0
48;48;48;54;52;52;52;54;54;54;54;57;55;55;55;57;59;58;58;58;59;59;58;58;58;59; 0
53;53;53;58;55;55;55;58;57;57;57;59;58;58;58;59;60;59;59;59;60;60;58;58;58;60; 0
55;55;55;60;58;58;58;60;56;56;56;59;48;48;48;59;45;38;38;38;45;42;32;32;32;42; 0
46;46;46;51;48;48;48;51;48;48;48;52;49;49;49;52;58;56;56;56;58;59;59;59;59;59; 0
50;50;50;58;56;56;56;58;59;59;59;59;56;56;56;59;51;49;49;49;51;49;44;44;44;49; 0
47;47;47;53;50;50;50;53;52;52;52;56;54;54;54;56;60;58;58;58;60;60;57;57;57;60; 0
59;59;59;58;59;59;59;58;59;59;59;58;55;55;55;58;48;49;49;49;48;47;47;47;47;47; 0
60;60;60;61;61;61;61;61;60;60;60;60;51;51;51;60;42;37;37;37;42;39;32;32;32;39; 0
61;61;61;61;61;61;61;61;60;60;60;60;56;56;56;60;52;50;50;50;52;51;47;47;47;51; 0
37;37;37;33;34;34;34;33;34;34;34;36;38;38;38;36;50;51;51;51;50;53;60;60;60;53; 0
61;61;61;59;60;60;60;59;60;60;60;59;58;58;58;59;53;53;53;53;53;52;53;53;53;52; 0
55;55;55;54;53;53;53;54;52;52;52;55;52;52;52;55;59;57;57;57;59;60;62;62;62;60; 0
47;47;47;48;46;46;46;48;48;48;48;51;53;53;53;51;58;59;59;59;58;59;60;60;60;59; 0
53;53;53;56;56;56;56;56;58;58;58;57;59;59;59;57;57;60;60;60;57;57;58;58;58;57; 0
57;57;57;60;59;59;59;60;59;59;59;60;53;53;53;60;45;42;42;42;45;42;37;37;37;42; 0
39;39;39;36;37;37;37;36;37;37;37;38;40;40;40;38;51;52;52;52;51;54;59;59;59;54; 0
44;44;44;52;48;48;48;52;50;50;50;54;49;49;49;54;60;55;55;55;60;60;53;53;53;60; 0
46;46;46;51;48;48;48;51;48;48;48;53;48;48;48;53;59;56;56;56;59;59;59;59;59;59; 0
59;59;59;55;57;57;57;55;53;53;53;53;44;44;44;53;38;34;34;34;38;37;35;35;35;37; 0
57;57;57;60;59;59;59;60;59;59;59;60;54;54;54;60;46;43;43;43;46;43;36;36;36;43; 0
59;59;59;52;56;56;56;52;52;52;52;50;46;46;46;50;39;38;38;38;39;38;39;39;39;38; 0
59;59;59;55;57;57;57;55;55;55;55;53;47;47;47;53;36;33;33;33;36;34;31;31;31;34; 0
54;54;54;56;57;57;57;56;58;58;58;58;59;59;59;58;58;59;59;59;58;58;58;58;58;58; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
52;52;52;58;57;57;57;58;60;60;60;60;60;60;60;60;54;54;54;54;54;51;47;47;47;51; 0
58;58;58;61;60;60;60;61;61;61;61;62;61;61;61;62;60;59;59;59;60;60;58;58;58;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;61
45;45;45;43;43;43;43;43;43;43;43;46;47;47;47;46;54;55;55;55;54;56;59;59;59;56; 0
60;60;60;64;63;63;63;64;63;63;63;63;60;60;60;63;60;57;57;57;60;59;53;53;53;59; 0
